chunk_id,doc_id,record_id,asin,category,text,n_words,parent_id,parent_text
CHILD_000070,KB_00070,REC_007,B005XUNG5I,Health_and_Personal_Care,It's not!!! Don't buy this version. Buy the one before this!! The other version has a better grip and gets to your calluses much better than this one. The sanding power is also different on this one and not nearly as effective. The other micro-pedi is absolutely amazing and I WILL buy it! Its an amazing product!,57,KB_00070,It's not!!! Don't buy this version. Buy the one before this!! The other version has a better grip and gets to your calluses much better than this one. The sanding power is also different on this one and not nearly as effective. The other micro-pedi is absolutely amazing and I WILL buy it! Its an amazing product!
CHILD_000071,KB_00071,REC_008,B002LAS5TU,Home_and_Kitchen,"I haven't used my set very long yet, but they cook well so far, have a comfortable handle and  I love the glass lids which seem to have a good fit. They are also very easy to clean. I have been buying additional pieces to add to the original set of 8 . The box says that they can be washed in the dish washer but I hand wash them like I have done others in the past. so far....so good!",81,KB_00071,"I haven't used my set very long yet, but they cook well so far, have a comfortable handle and  I love the glass lids which seem to have a good fit. They are also very easy to clean. I have been buying additional pieces to add to the original set of 8 . The box says that they can be washed in the dish washer but I hand wash them like I have done others in the past. so far....so good!"
CHILD_000072,KB_00072,REC_008,B002LAS5TU,Home_and_Kitchen,"I love these pans. The fry pans do not come with lids, but most lids are interchangeable for these pans. Nothing sticks to them! They are very easy to wash. They heat evenly. I have ordered more. This seller also gets the product out quickly.",45,KB_00072,"I love these pans. The fry pans do not come with lids, but most lids are interchangeable for these pans. Nothing sticks to them! They are very easy to wash. They heat evenly. I have ordered more. This seller also gets the product out quickly."
CHILD_000073,KB_00073,REC_008,B002LAS5TU,Home_and_Kitchen,One of the pot cover did not fit properly.Can't believe the handle fell off after a  month. I would not recommend.,21,KB_00073,One of the pot cover did not fit properly.Can't believe the handle fell off after a  month. I would not recommend.
CHILD_000074,KB_00074,REC_008,B002LAS5TU,Home_and_Kitchen,"I first discovered the Ecolution Artistry pans in my local grocery store. At that time, I was in need of a griddle pan, so I decided to purchase theirEcolution Artistry 11"" Griddle. I was attracted to the eco-friendly non-stick coating on these pans--they use a water-based, Hydrolon non-stick coating rather than traditional Teflon/PFOAs--and I admit, I also loved the cute green flower pattern on the bottom!",66,KB_00074,"I first discovered the Ecolution Artistry pans in my local grocery store. At that time, I was in need of a griddle pan, so I decided to purchase theirEcolution Artistry 11"" Griddle. I was attracted to the eco-friendly non-stick coating on these pans--they use a water-based, Hydrolon non-stick coating rather than traditional Teflon/PFOAs--and I admit, I also loved the cute green flower pattern on the bottom!"
CHILD_000075,KB_00075,REC_008,B002LAS5TU,Home_and_Kitchen,Not spectacular. Not bad. Pretty decent little set of pans.I wish there was one slightly larger lid - but hey - no biggie.,23,KB_00075,Not spectacular. Not bad. Pretty decent little set of pans.I wish there was one slightly larger lid - but hey - no biggie.
CHILD_000076,KB_00076,REC_008,B002LAS5TU,Home_and_Kitchen,"I have used these pans daily for about  3 months and they are already showing signs of frequent use. Also, I only use wooden utensils and I always hand wash after I use them. They might last another couple months before the coating starts to peel and they have to be replaced.",52,KB_00076,"I have used these pans daily for about  3 months and they are already showing signs of frequent use. Also, I only use wooden utensils and I always hand wash after I use them. They might last another couple months before the coating starts to peel and they have to be replaced."
CHILD_000077,KB_00077,REC_008,B002LAS5TU,Home_and_Kitchen,I love this set. Is it perfect. I hate when sets come with too much crap that just isn't needed. This set is the first real non-stick I've seen. Pans are great size so no need to buy an extra bigger pan.,42,KB_00077,I love this set. Is it perfect. I hate when sets come with too much crap that just isn't needed. This set is the first real non-stick I've seen. Pans are great size so no need to buy an extra bigger pan.
CHILD_000078,KB_00078,REC_008,B002LAS5TU,Home_and_Kitchen,A little common sense goes a long way in taking care of anything. They are not heavy but the bottom is thick enough to give good heat distribution and the little stainless ring around the bottom helps with that also. I can recommend this set as a good mid priced set. Using plastic utensils will help preserve the finish as with any of the nonstick pans.,66,KB_00078,A little common sense goes a long way in taking care of anything. They are not heavy but the bottom is thick enough to give good heat distribution and the little stainless ring around the bottom helps with that also. I can recommend this set as a good mid priced set. Using plastic utensils will help preserve the finish as with any of the nonstick pans.
CHILD_000079,KB_00079,REC_008,B002LAS5TU,Home_and_Kitchen,I've had these pots and pans for 2 years and am just now seeing wear in my most used pan. I cook every night! I plan on ordering another set to use to slowly replace mine as they age. I love Teflon pans but hate the chemicals. These are the perfect alternative for those concerned with providing safe meals for our families.,62,KB_00079,I've had these pots and pans for 2 years and am just now seeing wear in my most used pan. I cook every night! I plan on ordering another set to use to slowly replace mine as they age. I love Teflon pans but hate the chemicals. These are the perfect alternative for those concerned with providing safe meals for our families.
CHILD_000080,KB_00080,REC_008,B002LAS5TU,Home_and_Kitchen,"We registered and received this set as well as the colassus pan as a wedding present in April. We bought a house with a glass top electric oven. Having our kitchen products be earth friendly is very important to me. Before use, I followed the directions and seasoned each pan. I have already had to re-season my pans at least three times and that is with using non-stick sprays when cooking.",71,KB_00080,"We registered and received this set as well as the colassus pan as a wedding present in April. We bought a house with a glass top electric oven. Having our kitchen products be earth friendly is very important to me. Before use, I followed the directions and seasoned each pan. I have already had to re-season my pans at least three times and that is with using non-stick sprays when cooking."
