record_id,qid,asin,category,source_file,question,question_type,answerability,candidate_answers,golden_answer,evidence_text,evidence_doc_id,selection_method,needs_judge,golden_id,llm_judge_used,llm_judge_model,judge_confidence,verification_status,validation_status
REC_027,632407,B0043D68YW,Health_and_Personal_Care,train,Do they have Aloe Vera on them?,descriptive,0,"[{'text': 'I do not know, but they have aloe barbadensis leaf juice in them.  Our family caries them everywhere.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'It is not listed on label or contents but they are great for hands.  I use them on restaurant tables because the cloth they use to clean was used before on 25 or more other tables.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Emily....NO they do not have Aloe Vera on them.  I only use these for stains  as needed.  These work wonders for our family and  We use them when go to restaurants, traveling, etc.  We always carry them wherever we go.', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]",[UNANSWERABLE],,,judge,True,G_027,True,gemini-2.5-flash,1.0,judge,ok
REC_028,633408,B004VTGD9I,Patio_Lawn_and_Garden,train,"What is the height of the basket? (Yes, I see the dimensions in the description, but it may not be accurate). Thanks,",descriptive,0,"[{'text': 'The basket is 2 3/4 inches deep', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Its pretty accurate.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I dot know the zize', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_028,True,gemini-2.5-flash,1.0,judge,ok
REC_029,647789,B0084LO7C4,Toys_and_Games,train,I want to know if the eyes are stiched or buttons.  Buttons would not be safe for a newborn or baby under 3,descriptive,1,"[{'text': 'buttons', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""They are buttons but are very securely attached.  They are flat to the fabric and glued down around the edges.  I don't see how they could be removed to choke on except for hours and hours of extensive chewing and sucking.  They are really on there well!"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",buttons,Great doll with nice features. This is a large Raggedy Ann doll I am using in my babys room as decor. With glass button eyes is will not be a good play doll until she is 3+ years old.,KB_00242,judge,True,G_029,True,gemini-2.5-flash,1.0,judge,ok
REC_030,675597,B00ISJO0BA,Electronics,train,Is it possible to apply WMN450M to UN55H7150?,descriptive,1,"[{'text': 'Yes', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Yes', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]",Yes,"What drew my attention to this wall mount was that it was very small and sleek and did not take up too much space on the wall when mounted. The kit contains many parts and components that makes it compatible with a wide range of tv models and sizes. The instructions are rather complex, there are many manuals and pamphlets in the kit, but with patience you can figure out exactly what components you need to work with your model of tv.",KB_00257,judge,True,G_030,True,gemini-2.5-flash,0.75,judge,ok
REC_031,681102,B0015H7924,Electronics,train,if they fit my toyota 4 runner 2006,descriptive,0,"[{'text': ""Great buy mate.....yes they will fit your 4runner once seat haven't been change to bucket seats which I doubt..."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'They are universal and come with different posts so the fit any vehicle.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_031,True,gemini-2.5-flash,1.0,judge,ok
REC_032,688538,B00GTAJB78,Beauty,train,"Why is this so thin? Like other brands I have used, products with hyaluranic acid and vit E should be a little viscous.",descriptive,1,"[{'text': ""I find this product quite good. It's not  viscous but has some oil base that allows you to use just 6 drops for you whole face. I put a small amount of the drops on my cheek bones, forehead & chin. Gently rub it in & then apply my moisturizer. My skin looks great!"", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I don't think it is too thin, I like that it is easy to apply to my skin, than I put what might be left on my arms"", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I don't know why it is thin, this is the first of this type product that I have tried...but, I am now a week and a half in to using it, and I keep seeing positive results!!"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","I find this product quite good. It's not viscous but has some oil base that allows you to use just 6 drops for you whole face. I put a small amount of the drops on my cheek bones, forehead & chin. Gently rub it in & then apply my moisturizer. My skin looks great!","It is thin, thinner than any serum I've used in the past, but maybe that's why it actually absorbs into the skin so quickly. I do have a few drops here and there spill between my fingers when I put this into my hand, but that's a small price to pay for something that feels good and does something positive for the skin. My serum is a light yellow-cream color and it works great, so I wouldn't pay much attention to complaints about color.",KB_00276,judge,True,G_032,True,gemini-2.5-flash,0.8,judge,ok
REC_033,711936,B0011FY9AU,Health_and_Personal_Care,train,Inositol makes this unusable by many people -- inositol causes cramps and stomach bloating. Why is it in the product?,descriptive,0,"[{'text': 'Web MD  http://www.webmd.com/vitamins-supplements/ingredientmono-299-INOSITOL.aspx?activeIngredientId=299&activeIngredientName;=INOSITOL', 'helpful': 1, 'unhelpful': 1, 'total': 2, 'jeffreys': 0.5}, {'text': 'A friend of mine recommended Country Life Coenzyme B-Complex a couple of years ago and took it after that without any problems until the last bottle I received.  I didn\'t make the change in the formulation of this product -- and I don\'t know that inositol has been newly added -- but something\'s been changed that I had a bad reaction to.   I do know that I\'ve taken inositol in supplements in the past without ill effects.  All I know is that after taking this product for a good while without problems, like a year or two, after I started taking the ones in the last shipment, I started experiencing an almost immediate burning from my throat all the way down to my stomach and a lot of bloating, belching and some stomach pain.  I\'m no longer taking B supplements at all and haven\'t decided what I\'ll do about that.  I have a big $30+ bottle of 240 capsules of CL Coenzyme B staring me in the face (drat!)  It\'s label states, ""NOW with Methylfolate"" -- maybe that\'s the culprit -- don\'t know if that ingredient was in prior bottle.', 'helpful': 1, 'unhelpful': 1, 'total': 2, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_033,True,gemini-2.5-flash,1.0,judge,ok
REC_034,1745,B009WX60N2,Electronics,train,where is the scan button,descriptive,0,"[{'text': ""the scan button is on the left of the mouse, where the person's thumb is."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'On the left side of the mouse is a button that when you click it the scanner starts, then you slide across what you are scanning.  You will see the image on your screen.  When you are done you click it again.  Hope this helps.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'On my scanner mouse there is a small button on the left side of the mouse.  Just hit that button and start moving the mouse on your document and it will scan.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'If I remember right, you just activate it and roll it over the document and it puts the ""pieces"" together on your screen.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'on the left side. the button is marked ""scan""', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_034,True,gemini-2.5-flash,1.0,judge,ok
REC_035,7171,B007XVYSZW,Toys_and_Games,train,what is size of this toy?,descriptive,0,"[{'text': ""This is one of the smaller switch and go dinos. It's about the size of an adult's hand. I don't know the exact measurements though."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""The size of the switch and go Dino's is about the size of a man's hand but some are smaller."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Actually the toy is way smaller than it looks on here.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It is 5.4 inches long.  It is a nice size for a smaller child to play with but also good for the older children.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I do not know the exact Measurements, as others have said it is smaller than some of the switch n go's, but I buy them for my great nephew and he loves them all.  He is five but very large for his size, and he just asked for more of this size for Christmas and his birthday, and i am running  out of ones to order!  Many hours of enjoyment!  He also loves Dinosours in anything and also likes crafts so thank goodness Amazon came up with some crafts in his age group in dino's.  Hope this helps!"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_035,True,gemini-2.5-flash,1.0,judge,ok
REC_036,25688,B000FZP2XA,Toys_and_Games,train,I see that this comes with furniture but does it come with any dolls?,descriptive,1,"[{'text': 'It does not come with dolls.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""No, it does not come with the dolls. They are sold separately. I own the Plan Toys doll family of four set as well, and I think it's a nice set for the money."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Nope, no dolls.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""It's been a while since we bought this but I am pretty sure I had to buy the dolls seperately.  There are a couple types of families you can buy.  I have added some Hape accessories to this house and the scale seems to be the same."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No, it does not..... Sold separately', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","No, it does not..... Sold separately","The dolls, or lack thereof; I had assumed it would come with at least a few dolls but they need to be purchased separately. The furniture is ok but is incomplete. For example, there is a stove, sink, and fridge but no table. How can the dolls eat the food they prepared? It doesn't seem like an issue until your six year old gets upset because her dolls are hungry and need a place to eat. At this price I would have expected a complete furniture set and dolls.",KB_00312,judge,True,G_036,True,gemini-2.5-flash,1.0,judge,ok
REC_037,29964,B005MZ4A7C,Beauty,train,"When it's time to remove makeup & sealant, what do you use?",descriptive,0,"[{'text': 'I usually use an apricot fresh skin face cleanser. Or cetaphil face wash. Nothing all that special really.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'I usually use water mixed with olive oil. Leaves skin soft with a natural moisturizer.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I use Pond's evening soothe makeup wipes (they're in a lavender colored package) and use baby shampoo as a cleanser to remove any excess makeup left and a good moisturizer after ! I have super sensitive skin and it's unbelievable how this combination works after the sealant"", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Aveeno make-up remover wipes then wash my face with Mary Kay 3 in 1 Cleanser', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I use IS Clinical products with my clarisonic. I actually purchase them on amazon. But I did not buy my clarisonic on amazon...bought at sephora. Many reviews I read on amazon about the clarisonics sold through amazon said they were fakes and no warranty. Just a heads up.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_037,True,gemini-2.5-flash,1.0,judge,ok
REC_038,58764,B000FED594,Health_and_Personal_Care,train,are they 100% cotton?? or is there some polyester??,descriptive,1,"[{'text': 'The top is 100% cotton.  The bottom is waterproof but not plastic.  Unknown what material it is made from.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""Not at my mother's house to see so don't know"", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I honestly don't know what the material is, except one side is an layered quilted type of absorbent material and the other side is a layered type very flexible rubber/plastic material that is liquid proof. As to cleaning them, just throw them in the washing machine, then the dryer, I've had no problems with these pads. They handle the washing and drying just fine and from past experience they will last a long time."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""As others have stated, there is a cotton quilted side that is absorbant and the other side (pink) is waterproof. I've washed them a lot as I use them as potty pads for my dog and they hold up well in the washer and dryer. I just love the fact they're saving me money each time I use them."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]","As others have stated, there is a cotton quilted side that is absorbant and the other side (pink) is waterproof. I've washed them a lot as I use them as potty pads for my dog and they hold up well in the washer and dryer. I just love the fact they're saving me money each time I use them.","Sofnit 300 under pads are made with great quality cotton,  they are commonly used in hospitals due tho their quality and durability. I purchased them for my relative, the cotton it is not irritant to the delicate skin and it is very resistant.",KB_00335,judge,True,G_038,True,gemini-2.5-flash,1.0,judge,ok
REC_039,65386,B0027IVMWI,Toys_and_Games,train,What is the general age group this is for? I have a 6 year old nephew. thanks.,descriptive,1,"[{'text': ""I think six is a great age for this toy.  It's not full size so older kids would be disappointed.  The flags are small but the goal is a decent size."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes. I bought it for my boys 4yrs and 7yrs olds', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I got this for my bro to use with his 3 kids.. 7.. 5 and 3. They love it.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""6 would be great. Used at son's 9th birthday party but used a bigger ball than comes with the set"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Bought this for my 6 year old grandson and wish now I had thought to ask such a question. Very disappointed as this was definitely for a younger child and very poorly constructed. Even the football was pretty small and very cheaply made. Would not recommend purchasing this.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It can be for anyone. I got it for my boys who are 9 and 13. But my daughter also plays with it and she is 4.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I bought this set for my 3 year olds birthday party. It had different height settings. If your nephew likes football, he'll love it. We had a wide range of kids from 2-10"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",I think six is a great age for this toy. It's not full size so older kids would be disappointed. The flags are small but the goal is a decent size.,We bought this set for our 6-year-old for Christmas. He loves it! It's perfect for him and easy for us to move around in our backyard.,KB_00343,judge,True,G_039,True,gemini-2.5-flash,1.0,judge,ok
